,word,index,frequency
2571,volleyball,2571,-9.341396882571173
2572,shake,2572,-9.341396882571173
2573,muffins,2573,-9.341396882571173
2574,smelling,2574,-9.341396882571173
2575,billboard,2575,-9.341396882571173
2576,poking,2576,-9.341396882571173
2577,swan,2577,-9.341396882571173
2578,stems,2578,-9.341396882571173
2579,vast,2579,-9.341396882571173
2580,prop,2580,-9.341396882571173
2581,wrap,2581,-9.358491315930474
2582,heavily,2582,-9.358491315930474
2583,sporting,2583,-9.358491315930474
2584,ten,2584,-9.358491315930474
2585,emergency,2585,-9.358491315930474
2586,surprised,2586,-9.358491315930474
2587,text,2587,-9.358491315930474
2588,faced,2588,-9.358491315930474
2589,completely,2589,-9.358491315930474
2590,fuzzy,2590,-9.358491315930474
2591,members,2591,-9.358491315930474
2592,unable,2592,-9.358491315930474
2593,comfortable,2593,-9.358491315930474
2594,excited,2594,-9.358491315930474
2595,garlic,2595,-9.358491315930474
2596,sweatshirt,2596,-9.358491315930474
2597,instruments,2597,-9.358491315930474
2598,cola,2598,-9.358491315930474
2599,sled,2599,-9.358491315930474
2600,anchored,2600,-9.358491315930474
2601,shrubbery,2601,-9.358491315930474
2602,yarn,2602,-9.358491315930474
2603,ave,2603,-9.358491315930474
2604,accents,2604,-9.375883058642343
2605,gliding,2605,-9.375883058642343
2606,exit,2606,-9.375883058642343
2607,pit,2607,-9.375883058642343
2608,feathers,2608,-9.375883058642343
2609,washington,2609,-9.375883058642343
2610,meals,2610,-9.375883058642343
2611,herbs,2611,-9.375883058642343
2612,sauces,2612,-9.375883058642343
2613,labeled,2613,-9.375883058642343
2614,trip,2614,-9.375883058642343
2615,saddle,2615,-9.375883058642343
2616,bamboo,2616,-9.375883058642343
2617,cooler,2617,-9.375883058642343
2618,colorfully,2618,-9.375883058642343
2619,watched,2619,-9.375883058642343
2620,policemen,2620,-9.375883058642343
2621,dad,2621,-9.375883058642343
2622,coleslaw,2622,-9.375883058642343
2623,york,2623,-9.375883058642343
2624,share,2624,-9.375883058642343
2625,bullet,2625,-9.375883058642343
2626,pajamas,2626,-9.375883058642343
2627,biplane,2627,-9.375883058642343
2628,peas,2628,-9.375883058642343
2629,crest,2629,-9.375883058642343
2630,pirate,2630,-9.375883058642343
2631,interactive,2631,-9.375883058642343
2632,wallpaper,2632,-9.393582635741744
2633,celebration,2633,-9.393582635741744
2634,heels,2634,-9.393582635741744
2635,diving,2635,-9.393582635741744
2636,begins,2636,-9.393582635741744
2637,character,2637,-9.393582635741744
2638,mess,2638,-9.393582635741744
2639,compartment,2639,-9.393582635741744
2640,rotten,2640,-9.393582635741744
2641,mixing,2641,-9.393582635741744
2642,skatepark,2642,-9.393582635741744
2643,summer,2643,-9.393582635741744
2644,telling,2644,-9.393582635741744
2645,squash,2645,-9.393582635741744
2646,material,2646,-9.393582635741744
2647,crouches,2647,-9.393582635741744
2648,curious,2648,-9.393582635741744
2649,portable,2649,-9.393582635741744
2650,zone,2650,-9.393582635741744
2651,outfield,2651,-9.393582635741744
2652,rolled,2652,-9.411601141244422
2653,nearly,2653,-9.411601141244422
2654,stew,2654,-9.411601141244422
2655,presentation,2655,-9.411601141244422
2656,beyond,2656,-9.411601141244422
2657,sewing,2657,-9.411601141244422
2658,map,2658,-9.411601141244422
2659,stating,2659,-9.411601141244422
2660,kneels,2660,-9.411601141244422
2661,chandelier,2661,-9.411601141244422
2662,midst,2662,-9.411601141244422
2663,deserts,2663,-9.411601141244422
2664,mountainside,2664,-9.411601141244422
2665,athlete,2665,-9.411601141244422
2666,limit,2666,-9.411601141244422
2667,mac,2667,-9.411601141244422
2668,somebody,2668,-9.411601141244422
2669,capped,2669,-9.411601141244422
2670,amid,2670,-9.411601141244422
2671,tending,2671,-9.411601141244422
2672,landed,2672,-9.411601141244422
2673,leaps,2673,-9.411601141244422
2674,melted,2674,-9.411601141244422
2675,peace,2675,-9.411601141244422
2676,perform,2676,-9.411601141244422
2677,incoming,2677,-9.411601141244422
2678,windsurfing,2678,-9.411601141244422
2679,chains,2679,-9.42995027991262
2680,touches,2680,-9.42995027991262
2681,folding,2681,-9.42995027991262
2682,nothing,2682,-9.42995027991262
2683,ramps,2683,-9.42995027991262
2684,finished,2684,-9.42995027991262
2685,beginning,2685,-9.42995027991262
2686,cross-country,2686,-9.42995027991262
2687,powder,2687,-9.42995027991262
2688,even,2688,-9.42995027991262
2689,nighttime,2689,-9.42995027991262
2690,change,2690,-9.42995027991262
2691,extremely,2691,-9.42995027991262
2692,cucumbers,2692,-9.42995027991262
2693,holes,2693,-9.42995027991262
2694,ad,2694,-9.42995027991262
2695,frames,2695,-9.42995027991262
2696,strike,2696,-9.42995027991262
2697,cable,2697,-9.42995027991262
2698,arch,2698,-9.42995027991262
2699,caged,2699,-9.42995027991262
2700,sculptures,2700,-9.42995027991262
2701,nine,2701,-9.42995027991262
2702,st.,2702,-9.42995027991262
2703,siamese,2703,-9.448642412924771
2704,makeup,2704,-9.448642412924771
2705,pay,2705,-9.448642412924771
2706,darkened,2706,-9.448642412924771
2707,slowly,2707,-9.448642412924771
2708,parasol,2708,-9.448642412924771
2709,barbecue,2709,-9.448642412924771
2710,historic,2710,-9.448642412924771
2711,casserole,2711,-9.448642412924771
2712,keep,2712,-9.448642412924771
2713,greeting,2713,-9.448642412924771
2714,camper,2714,-9.448642412924771
2715,polo,2715,-9.448642412924771
2716,napkins,2716,-9.448642412924771
2717,caution,2717,-9.448642412924771
2718,ipod,2718,-9.448642412924771
2719,information,2719,-9.448642412924771
2720,page,2720,-9.448642412924771
2721,propellers,2721,-9.448642412924771
2722,bend,2722,-9.448642412924771
2723,skiiers,2723,-9.467690607895465
2724,singing,2724,-9.467690607895465
2725,storefront,2725,-9.467690607895465
2726,bidet,2726,-9.467690607895465
2727,mixer,2727,-9.467690607895465
2728,thats,2728,-9.467690607895465
2729,rabbit,2729,-9.467690607895465
2730,handbag,2730,-9.467690607895465
2731,soaring,2731,-9.467690607895465
2732,machines,2732,-9.467690607895465
2733,mexican,2733,-9.467690607895465
2734,airways,2734,-9.467690607895465
2735,veggie,2735,-9.467690607895465
2736,musical,2736,-9.467690607895465
2737,rounding,2737,-9.467690607895465
2738,wax,2738,-9.467690607895465
2739,blueberries,2739,-9.467690607895465
2740,stare,2740,-9.467690607895465
2741,safari,2741,-9.467690607895465
2742,king,2742,-9.467690607895465
2743,trainer,2743,-9.467690607895465
2744,rodeo,2744,-9.467690607895465
2745,mote,2745,-9.467690607895465
2746,angry,2746,-9.487108693752567
2747,sparse,2747,-9.487108693752567
2748,damaged,2748,-9.487108693752567
2749,areas,2749,-9.487108693752567
2750,combination,2750,-9.487108693752567
2751,spices,2751,-9.487108693752567
2752,scale,2752,-9.487108693752567
2753,taxis,2753,-9.487108693752567
2754,taped,2754,-9.487108693752567
2755,vacant,2755,-9.487108693752567
2756,give,2756,-9.487108693752567
2757,route,2757,-9.487108693752567
2758,finish,2758,-9.487108693752567
2759,sleek,2759,-9.487108693752567
2760,installed,2760,-9.487108693752567
2761,club,2761,-9.487108693752567
2762,quite,2762,-9.487108693752567
2763,holiday,2763,-9.487108693752567
2764,tortilla,2764,-9.487108693752567
2765,convention,2765,-9.487108693752567
2766,olive,2766,-9.487108693752567
2767,tiered,2767,-9.487108693752567
2768,grassland,2768,-9.487108693752567
2769,opposing,2769,-9.487108693752567
2770,stretch,2770,-9.487108693752567
2771,wallet,2771,-9.487108693752567
2772,german,2772,-9.487108693752567
2773,bleachers,2773,-9.487108693752567
2774,buffalo,2774,-9.487108693752567
2775,random,2775,-9.506911321048747
2776,glides,2776,-9.506911321048747
2777,featured,2777,-9.506911321048747
2778,kiwi,2778,-9.506911321048747
2779,stem,2779,-9.506911321048747
2780,file,2780,-9.506911321048747
2781,ends,2781,-9.506911321048747
2782,upper,2782,-9.506911321048747
2783,underwear,2783,-9.506911321048747
2784,motorbikes,2784,-9.506911321048747
2785,may,2785,-9.506911321048747
2786,plated,2786,-9.506911321048747
2787,speaker,2787,-9.506911321048747
2788,watermelon,2788,-9.506911321048747
2789,streetlight,2789,-9.506911321048747
2790,batters,2790,-9.506911321048747
2791,threw,2791,-9.506911321048747
2792,those,2792,-9.506911321048747
2793,filling,2793,-9.506911321048747
2794,department,2794,-9.506911321048747
2795,frizbee,2795,-9.506911321048747
2796,choppy,2796,-9.506911321048747
2797,saucer,2797,-9.506911321048747
2798,lion,2798,-9.506911321048747
2799,basil,2799,-9.506911321048747
2800,smartphone,2800,-9.506911321048747
2801,deli,2801,-9.506911321048747
2802,referee,2802,-9.506911321048747
2803,everything,2803,-9.527114028366267
2804,extends,2804,-9.527114028366267
2805,tarp,2805,-9.527114028366267
2806,though,2806,-9.527114028366267
2807,exposed,2807,-9.527114028366267
2808,5,2808,-9.527114028366267
2809,mail,2809,-9.527114028366267
2810,debris,2810,-9.527114028366267
2811,robe,2811,-9.527114028366267
2812,oncoming,2812,-9.527114028366267
2813,filed,2813,-9.527114028366267
2814,fields,2814,-9.527114028366267
2815,ultimate,2815,-9.527114028366267
2816,carpeted,2816,-9.527114028366267
2817,perch,2817,-9.527114028366267
2818,gazing,2818,-9.527114028366267
2819,icy,2819,-9.527114028366267
2820,cords,2820,-9.527114028366267
2821,sexy,2821,-9.527114028366267
2822,canada,2822,-9.527114028366267
2823,brocolli,2823,-9.527114028366267
2824,tulips,2824,-9.527114028366267
2825,college,2825,-9.547733315569001
2826,queen,2826,-9.547733315569001
2827,sanding,2827,-9.547733315569001
2828,state,2828,-9.547733315569001
2829,states,2829,-9.547733315569001
2830,yet,2830,-9.547733315569001
2831,shredded,2831,-9.547733315569001
2832,cord,2832,-9.547733315569001
2833,need,2833,-9.547733315569001
2834,flowered,2834,-9.547733315569001
2835,cafeteria,2835,-9.547733315569001
2836,printed,2836,-9.547733315569001
2837,belongings,2837,-9.547733315569001
2838,blows,2838,-9.547733315569001
2839,motorized,2839,-9.547733315569001
2840,dashboard,2840,-9.547733315569001
2841,protective,2841,-9.547733315569001
2842,early,2842,-9.547733315569001
2843,lab,2843,-9.547733315569001
2844,everyone,2844,-9.547733315569001
2845,crew,2845,-9.547733315569001
2846,microwaves,2846,-9.547733315569001
2847,huddled,2847,-9.547733315569001
2848,businesses,2848,-9.547733315569001
2849,dorm,2849,-9.547733315569001
2850,jumped,2850,-9.547733315569001
2851,cloudless,2851,-9.547733315569001
2852,carnival,2852,-9.547733315569001
2853,cherries,2853,-9.547733315569001
2854,wool,2854,-9.547733315569001
2855,directional,2855,-9.547733315569001
2856,hummingbird,2856,-9.547733315569001
2857,jockeys,2857,-9.547733315569001
2858,kiteboarding,2858,-9.547733315569001
2859,mopeds,2859,-9.568786724766834
2860,relaxes,2860,-9.568786724766834
2861,oval,2861,-9.568786724766834
2862,stirring,2862,-9.568786724766834
2863,relax,2863,-9.568786724766834
2864,arriving,2864,-9.568786724766834
2865,cages,2865,-9.568786724766834
2866,shelving,2866,-9.568786724766834
2867,bins,2867,-9.568786724766834
2868,bundle,2868,-9.568786724766834
2869,backed,2869,-9.568786724766834
2870,rise,2870,-9.568786724766834
2871,crowds,2871,-9.568786724766834
2872,warming,2872,-9.568786724766834
2873,burning,2873,-9.568786724766834
2874,scratching,2874,-9.568786724766834
2875,strong,2875,-9.568786724766834
2876,lifts,2876,-9.568786724766834
2877,taxiing,2877,-9.568786724766834
2878,artificial,2878,-9.568786724766834
2879,parallel,2879,-9.568786724766834
2880,kicks,2880,-9.568786724766834
2881,dragon,2881,-9.568786724766834
2882,hydrants,2882,-9.568786724766834
2883,crashing,2883,-9.568786724766834
2884,champagne,2884,-9.568786724766834
2885,project,2885,-9.590292929987799
2886,tucked,2886,-9.590292929987799
2887,lower,2887,-9.590292929987799
2888,bad,2888,-9.590292929987799
2889,buss,2889,-9.590292929987799
2890,automobile,2890,-9.590292929987799
2891,milking,2891,-9.590292929987799
2892,posters,2892,-9.590292929987799
2893,coin,2893,-9.590292929987799
2894,depicts,2894,-9.590292929987799
2895,decorating,2895,-9.590292929987799
2896,follows,2896,-9.590292929987799
2897,windy,2897,-9.590292929987799
2898,cozy,2898,-9.590292929987799
2899,faded,2899,-9.590292929987799
2900,speeds,2900,-9.590292929987799
2901,cameras,2901,-9.590292929987799
2902,liquor,2902,-9.590292929987799
2903,ropes,2903,-9.590292929987799
2904,regular,2904,-9.590292929987799
2905,peers,2905,-9.590292929987799
2906,projector,2906,-9.590292929987799
2907,numerals,2907,-9.590292929987799
2908,hello,2908,-9.590292929987799
2909,rams,2909,-9.590292929987799
2910,stones,2910,-9.590292929987799
2911,competitive,2911,-9.590292929987799
2912,waffles,2912,-9.590292929987799
2913,spaghetti,2913,-9.590292929987799
2914,butterfly,2914,-9.612271836706572
2915,styled,2915,-9.612271836706572
2916,lettering,2916,-9.612271836706572
2917,smoothie,2917,-9.612271836706572
2918,roads,2918,-9.612271836706572
2919,hook,2919,-9.612271836706572
2920,crafts,2920,-9.612271836706572
2921,brand,2921,-9.612271836706572
2922,cabinetry,2922,-9.612271836706572
2923,similar,2923,-9.612271836706572
2924,sells,2924,-9.612271836706572
2925,grouping,2925,-9.612271836706572
2926,arched,2926,-9.612271836706572
2927,indicates,2927,-9.612271836706572
2928,vendors,2928,-9.612271836706572
2929,skills,2929,-9.612271836706572
2930,grabs,2930,-9.612271836706572
2931,pours,2931,-9.612271836706572
2932,know,2932,-9.612271836706572
2933,sold,2933,-9.612271836706572
2934,buying,2934,-9.612271836706572
2935,garnished,2935,-9.612271836706572
2936,clearly,2936,-9.612271836706572
2937,flowing,2937,-9.612271836706572
2938,tangerines,2938,-9.612271836706572
2939,curvy,2939,-9.612271836706572
2940,compete,2940,-9.612271836706572
2941,kiss,2941,-9.612271836706572
2942,backhand,2942,-9.612271836706572
2943,avocado,2943,-9.612271836706572
2944,steamed,2944,-9.612271836706572
2945,savanna,2945,-9.612271836706572
2946,sprouts,2946,-9.612271836706572
2947,mantle,2947,-9.612271836706572
2948,pig,2948,-9.612271836706572
2949,striking,2949,-9.612271836706572
2950,countertops,2950,-9.634744692558632
2951,sepia,2951,-9.634744692558632
2952,student,2952,-9.634744692558632
2953,oddly,2953,-9.634744692558632
2954,limes,2954,-9.634744692558632
2955,dresses,2955,-9.634744692558632
2956,medical,2956,-9.634744692558632
2957,daylight,2957,-9.634744692558632
2958,dilapidated,2958,-9.634744692558632
2959,say,2959,-9.634744692558632
2960,marching,2960,-9.634744692558632
2961,obama,2961,-9.634744692558632
2962,present,2962,-9.634744692558632
2963,paperwork,2963,-9.634744692558632
2964,marker,2964,-9.634744692558632
2965,security,2965,-9.634744692558632
2966,today,2966,-9.634744692558632
2967,bottled,2967,-9.634744692558632
2968,gentlemen,2968,-9.634744692558632
2969,liner,2969,-9.634744692558632
2970,mesh,2970,-9.634744692558632
2971,krispy,2971,-9.634744692558632
2972,protest,2972,-9.634744692558632
2973,honey,2973,-9.634744692558632
2974,linens,2974,-9.634744692558632
2975,pilot,2975,-9.634744692558632
2976,shadows,2976,-9.634744692558632
2977,sword,2977,-9.634744692558632
2978,varieties,2978,-9.634744692558632
2979,asparagus,2979,-9.634744692558632
2980,cucumber,2980,-9.634744692558632
2981,wireless,2981,-9.65773421078333
2982,bundled,2982,-9.65773421078333
2983,removed,2983,-9.65773421078333
2984,holders,2984,-9.65773421078333
2985,mirrored,2985,-9.65773421078333
2986,burnt,2986,-9.65773421078333
2987,walked,2987,-9.65773421078333
2988,lifted,2988,-9.65773421078333
2989,kit,2989,-9.65773421078333
2990,exiting,2990,-9.65773421078333
2991,lounges,2991,-9.65773421078333
2992,morning,2992,-9.65773421078333
2993,fill,2993,-9.65773421078333
2994,turquoise,2994,-9.65773421078333
2995,must,2995,-9.65773421078333
2996,mustache,2996,-9.65773421078333
2997,ridden,2997,-9.65773421078333
2998,overlooks,2998,-9.65773421078333
2999,let,2999,-9.65773421078333
3000,nestled,3000,-9.65773421078333
3001,pump,3001,-9.65773421078333
3002,mugs,3002,-9.65773421078333
3003,bookshelves,3003,-9.65773421078333
3004,processor,3004,-9.65773421078333
3005,hawk,3005,-9.65773421078333
3006,hooded,3006,-9.65773421078333
3007,napping,3007,-9.65773421078333
3008,squares,3008,-9.65773421078333
3009,removing,3009,-9.65773421078333
3010,best,3010,-9.65773421078333
3011,consists,3011,-9.65773421078333
3012,sniffs,3012,-9.65773421078333
3013,televisions,3013,-9.65773421078333
3014,meet,3014,-9.65773421078333
3015,picked,3015,-9.65773421078333
3016,plow,3016,-9.65773421078333
3017,pencils,3017,-9.65773421078333
3018,slaw,3018,-9.65773421078333
3019,inspecting,3019,-9.681264708193524
3020,monster,3020,-9.681264708193524
3021,lens,3021,-9.681264708193524
3022,me,3022,-9.681264708193524
3023,oak,3023,-9.681264708193524
3024,surround,3024,-9.681264708193524
3025,packages,3025,-9.681264708193524
3026,tabletop,3026,-9.681264708193524
3027,gates,3027,-9.681264708193524
3028,preparation,3028,-9.681264708193524
3029,somewhat,3029,-9.681264708193524
3030,grand,3030,-9.681264708193524
3031,strewn,3031,-9.681264708193524
3032,wheeler,3032,-9.681264708193524
3033,wetsuits,3033,-9.681264708193524
3034,trailing,3034,-9.681264708193524
3035,parent,3035,-9.681264708193524
3036,patrons,3036,-9.681264708193524
3037,tool,3037,-9.681264708193524
3038,embracing,3038,-9.681264708193524
3039,homes,3039,-9.681264708193524
3040,flavored,3040,-9.681264708193524
3041,jam,3041,-9.681264708193524
3042,paste,3042,-9.681264708193524
3043,splashing,3043,-9.681264708193524
3044,admiring,3044,-9.681264708193524
3045,kreme,3045,-9.681264708193524
3046,architecture,3046,-9.681264708193524
3047,barrels,3047,-9.681264708193524
3048,picks,3048,-9.681264708193524
3049,caboose,3049,-9.681264708193524
3050,gazelle,3050,-9.681264708193524
3051,platters,3051,-9.681264708193524
3052,owners,3052,-9.705362259772585
3053,bumper,3053,-9.705362259772585
3054,cracked,3054,-9.705362259772585
3055,buckets,3055,-9.705362259772585
3056,u.s.,3056,-9.705362259772585
3057,whit,3057,-9.705362259772585
3058,everywhere,3058,-9.705362259772585
3059,cuddling,3059,-9.705362259772585
3060,washed,3060,-9.705362259772585
3061,tethered,3061,-9.705362259772585
3062,legged,3062,-9.705362259772585
3063,hovering,3063,-9.705362259772585
3064,custom,3064,-9.705362259772585
3065,except,3065,-9.705362259772585
3066,comb,3066,-9.705362259772585
3067,sandals,3067,-9.705362259772585
3068,president,3068,-9.705362259772585
3069,accident,3069,-9.705362259772585
3070,enjoys,3070,-9.705362259772585
3071,shady,3071,-9.705362259772585
3072,cane,3072,-9.705362259772585
3073,wines,3073,-9.705362259772585
3074,mouths,3074,-9.705362259772585
3075,lanes,3075,-9.705362259772585
3076,hundreds,3076,-9.705362259772585
3077,belly,3077,-9.705362259772585
3078,escalator,3078,-9.705362259772585
3079,amidst,3079,-9.705362259772585
3080,instructions,3080,-9.705362259772585
3081,easy,3081,-9.705362259772585
3082,skyscraper,3082,-9.705362259772585
3083,mama,3083,-9.705362259772585
3084,noses,3084,-9.705362259772585
3085,bronze,3085,-9.705362259772585
3086,smiley,3086,-9.705362259772585
3087,livestock,3087,-9.705362259772585
3088,raises,3088,-9.705362259772585
3089,sunflowers,3089,-9.705362259772585
3090,tide,3090,-9.705362259772585
3091,boxing,3091,-9.705362259772585
3092,attention,3092,-9.730054872362956
3093,mill,3093,-9.730054872362956
3094,wig,3094,-9.730054872362956
3095,paneled,3095,-9.730054872362956
3096,employees,3096,-9.730054872362956
3097,littered,3097,-9.730054872362956
3098,draped,3098,-9.730054872362956
3099,passed,3099,-9.730054872362956
3100,magazines,3100,-9.730054872362956
3101,hazy,3101,-9.730054872362956
3102,beat,3102,-9.730054872362956
3103,busted,3103,-9.730054872362956
3104,barber,3104,-9.730054872362956
3105,seeds,3105,-9.730054872362956
3106,attempt,3106,-9.730054872362956
3107,hooks,3107,-9.730054872362956
3108,got,3108,-9.730054872362956
3109,hairy,3109,-9.730054872362956
3110,accompanied,3110,-9.730054872362956
3111,then,3111,-9.730054872362956
3112,deckered,3112,-9.730054872362956
3113,skyscrapers,3113,-9.730054872362956
3114,cemetery,3114,-9.730054872362956
3115,horn,3115,-9.730054872362956
3116,peeks,3116,-9.730054872362956
3117,breast,3117,-9.730054872362956
3118,describe,3118,-9.730054872362956
3119,gated,3119,-9.730054872362956
3120,shelter,3120,-9.730054872362956
3121,vests,3121,-9.730054872362956
3122,dropping,3122,-9.730054872362956
3123,mascot,3123,-9.730054872362956
3124,dance,3124,-9.730054872362956
3125,waterfront,3125,-9.730054872362956
3126,paddles,3126,-9.730054872362956
3127,solar,3127,-9.730054872362956
3128,border,3128,-9.755372680347246
3129,shaving,3129,-9.755372680347246
3130,biking,3130,-9.755372680347246
3131,pretending,3131,-9.755372680347246
3132,washroom,3132,-9.755372680347246
3133,typical,3133,-9.755372680347246
3134,wok,3134,-9.755372680347246
3135,parents,3135,-9.755372680347246
3136,grain,3136,-9.755372680347246
3137,ambulance,3137,-9.755372680347246
3138,scenery,3138,-9.755372680347246
3139,lovely,3139,-9.755372680347246
3140,official,3140,-9.755372680347246
3141,expression,3141,-9.755372680347246
3142,divided,3142,-9.755372680347246
3143,transporting,3143,-9.755372680347246
3144,citrus,3144,-9.755372680347246
3145,camouflage,3145,-9.755372680347246
3146,goose,3146,-9.755372680347246
3147,marketplace,3147,-9.755372680347246
3148,crocheted,3148,-9.755372680347246
3149,rather,3149,-9.755372680347246
3150,triple,3150,-9.755372680347246
3151,iphone,3151,-9.755372680347246
3152,analog,3152,-9.755372680347246
3153,knocked,3153,-9.755372680347246
3154,racer,3154,-9.755372680347246
3155,serious,3155,-9.755372680347246
3156,attending,3156,-9.755372680347246
3157,political,3157,-9.755372680347246
3158,camel,3158,-9.755372680347246
3159,characters,3159,-9.755372680347246
3160,squirrel,3160,-9.755372680347246
3161,garnish,3161,-9.755372680347246
3162,haircut,3162,-9.755372680347246
3163,smothered,3163,-9.755372680347246
3164,climb,3164,-9.781348166750508
3165,splash,3165,-9.781348166750508
3166,reflective,3166,-9.781348166750508
3167,grinds,3167,-9.781348166750508
3168,garb,3168,-9.781348166750508
3169,stairway,3169,-9.781348166750508
3170,crown,3170,-9.781348166750508
3171,fixture,3171,-9.781348166750508
3172,shine,3172,-9.781348166750508
3173,visitors,3173,-9.781348166750508
3174,ornaments,3174,-9.781348166750508
3175,presents,3175,-9.781348166750508
3176,otherwise,3176,-9.781348166750508
3177,late,3177,-9.781348166750508
3178,fit,3178,-9.781348166750508
3179,lite,3179,-9.781348166750508
3180,theater,3180,-9.781348166750508
3181,oxen,3181,-9.781348166750508
3182,!,3182,-9.781348166750508
3183,flips,3183,-9.781348166750508
3184,raining,3184,-9.781348166750508
3185,facility,3185,-9.781348166750508
3186,businessman,3186,-9.781348166750508
3187,native,3187,-9.781348166750508
3188,district,3188,-9.781348166750508
3189,dome,3189,-9.781348166750508
3190,stalk,3190,-9.781348166750508
3191,ofa,3191,-9.781348166750508
3192,noodle,3192,-9.781348166750508
3193,skull,3193,-9.781348166750508
3194,guiding,3194,-9.781348166750508
3195,alert,3195,-9.781348166750508
3196,exotic,3196,-9.781348166750508
3197,tanker,3197,-9.781348166750508
3198,mix,3198,-9.781348166750508
3199,candies,3199,-9.781348166750508
3200,nursing,3200,-9.781348166750508
3201,chews,3201,-9.781348166750508
3202,winds,3202,-9.781348166750508
3203,returns,3203,-9.781348166750508
3204,renovated,3204,-9.808016413832668
3205,curly,3205,-9.808016413832668
3206,sparsely,3206,-9.808016413832668
3207,trashcan,3207,-9.808016413832668
3208,medicine,3208,-9.808016413832668
3209,should,3209,-9.808016413832668
3210,dense,3210,-9.808016413832668
3211,pillars,3211,-9.808016413832668
3212,affixed,3212,-9.808016413832668
3213,radiator,3213,-9.808016413832668
3214,hidden,3214,-9.808016413832668
3215,shell,3215,-9.808016413832668
3216,adjusts,3216,-9.808016413832668
3217,sided,3217,-9.808016413832668
3218,conversing,3218,-9.808016413832668
3219,milling,3219,-9.808016413832668
3220,found,3220,-9.808016413832668
3221,courts,3221,-9.808016413832668
3222,stored,3222,-9.808016413832668
3223,crawling,3223,-9.808016413832668
3224,autumn,3224,-9.808016413832668
3225,appearing,3225,-9.808016413832668
3226,flowery,3226,-9.808016413832668
3227,ceremony,3227,-9.808016413832668
3228,dust,3228,-9.808016413832668
3229,instrument,3229,-9.808016413832668
3230,yield,3230,-9.808016413832668
3231,grove,3231,-9.808016413832668
3232,shaved,3232,-9.808016413832668
3233,idle,3233,-9.808016413832668
3234,stoplights,3234,-9.808016413832668
3235,twilight,3235,-9.808016413832668
3236,fedex,3236,-9.808016413832668
3237,needle,3237,-9.808016413832668
3238,positions,3238,-9.808016413832668
3239,dvd,3239,-9.808016413832668
3240,beached,3240,-9.808016413832668
3241,tofu,3241,-9.808016413832668
3242,lapse,3242,-9.808016413832668
3243,advertisements,3243,-9.808016413832668
3244,submerged,3244,-9.808016413832668
3245,gift,3245,-9.808016413832668
3246,sandwhich,3246,-9.808016413832668
3247,pita,3247,-9.808016413832668
3248,bagels,3248,-9.808016413832668
3249,rooms,3249,-9.835415388020783
3250,rust,3250,-9.835415388020783
3251,filthy,3251,-9.835415388020783
3252,handicap,3252,-9.835415388020783
3253,dairy,3253,-9.835415388020783
3254,household,3254,-9.835415388020783
3255,earth,3255,-9.835415388020783
3256,mass,3256,-9.835415388020783
3257,fine,3257,-9.835415388020783
3258,rv,3258,-9.835415388020783
3259,chin,3259,-9.835415388020783
3260,currently,3260,-9.835415388020783
3261,retail,3261,-9.835415388020783
3262,already,3262,-9.835415388020783
3263,reclining,3263,-9.835415388020783
3264,sunshine,3264,-9.835415388020783
3265,docks,3265,-9.835415388020783
3266,housing,3266,-9.835415388020783
3267,cramped,3267,-9.835415388020783
3268,heater,3268,-9.835415388020783
3269,salmon,3269,-9.835415388020783
3270,delivering,3270,-9.835415388020783
3271,italian,3271,-9.835415388020783
3272,puppies,3272,-9.835415388020783
3273,pale,3273,-9.835415388020783
3274,chop,3274,-9.835415388020783
3275,laugh,3275,-9.835415388020783
3276,decorate,3276,-9.835415388020783
3277,lean,3277,-9.835415388020783
3278,crab,3278,-9.835415388020783
3279,enough,3279,-9.835415388020783
3280,diaper,3280,-9.835415388020783
3281,crystal,3281,-9.835415388020783
3282,surfboarding,3282,-9.835415388020783
3283,begin,3283,-9.835415388020783
3284,vending,3284,-9.835415388020783
3285,shooting,3285,-9.835415388020783
3286,engaging,3286,-9.835415388020783
3287,spinning,3287,-9.835415388020783
3288,scissor,3288,-9.835415388020783
3289,record,3289,-9.835415388020783
3290,west,3290,-9.835415388020783
3291,tier,3291,-9.835415388020783
3292,leap,3292,-9.835415388020783
3293,ascending,3293,-9.835415388020783
3294,trails,3294,-9.835415388020783
3295,salt,3295,-9.835415388020783
3296,named,3296,-9.835415388020783
3297,historical,3297,-9.835415388020783
3298,examining,3298,-9.835415388020783
3299,digging,3299,-9.835415388020783
3300,calves,3300,-9.835415388020783
3301,gone,3301,-9.835415388020783
3302,daisies,3302,-9.835415388020783
3303,sleigh,3303,-9.835415388020783
3304,galloping,3304,-9.835415388020783
3305,incline,3305,-9.835415388020783
3306,practices,3306,-9.835415388020783
3307,futon,3307,-9.835415388020783
3308,biscuits,3308,-9.835415388020783
3309,tournament,3309,-9.835415388020783
3310,goalie,3310,-9.835415388020783
3311,workstation,3311,-9.863586264987479
3312,blocked,3312,-9.863586264987479
3313,horizon,3313,-9.863586264987479
3314,basic,3314,-9.863586264987479
3315,handicapped,3315,-9.863586264987479
3316,rugs,3316,-9.863586264987479
3317,reflects,3317,-9.863586264987479
3318,residence,3318,-9.863586264987479
3319,bouncing,3319,-9.863586264987479
3320,metropolitan,3320,-9.863586264987479
3321,settings,3321,-9.863586264987479
3322,tattoo,3322,-9.863586264987479
